,entity_type,n_possible_dependents,possible_dependents,raw_sentence,sentence_position,sentence_root,text_value
1644,INTERNATIONAL_PHONE_NUMBER,4,"PERSON:Sustained.\n\nElectronically, ORG:Trade, ORG:Thompson, CARDINAL:001",THE COURT:  Sustained.\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071,15504,COURT,001-060-358-6486
1645,PERSON,1,PERSON:SCHLESINGER\n\nQ,SCHLESINGER\n\nQ    ,15529,SCHLESINGER\n\nQ,SCHLESINGER\n\nQ    
1646,PERSON,1,PERSON:MR,BY MR.,15582,BY,MR
1647,PERSON,1,PERSON:SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    ,15585,SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    
1648,PERSON,1,PERSON:Proctor.\n\nTHE,Dr. Proctor.\n\nTHE COURT:  Sustained.,15612,COURT,Proctor.\n\nTHE
1649,PERSON,1,PERSON:MR,BY MR.,15619,BY,MR
1650,PERSON,1,PERSON:SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    ,15622,SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    
1651,PERSON,1,PERSON:patients?\n\nMR,"In your day-to-day practice, is this a factor that impacts in any way the success you have treating patients?\n\nMR.",15624,is,patients?\n\nMR
1652,PERSON,1,PERSON:FURR,FURR:  ,15649,FURR,FURR
1653,PERSON,0,,THE COURT:  Overruled.,15655,COURT, 
1654,PERSON,1,PERSON:MR,BY MR.,15661,BY,MR
1655,PERSON,1,PERSON:SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    ,15664,SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    
1656,ORG,4,"ORG:Trade, ORG:Thompson, CARDINAL:001, CARDINAL:42b9-aed6","The environment is part of the addiction, the social environment, the fact that it comes in a nice package, that it\'s sold everywhere, that it\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=79\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5573 seems more like a normal behavior.  ",15669,seems,Trade Thompson
1657,CARDINAL,4,"ORG:Trade, ORG:Thompson, CARDINAL:001, CARDINAL:42b9-aed6","The environment is part of the addiction, the social environment, the fact that it comes in a nice package, that it\'s sold everywhere, that it\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=79\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5573 seems more like a normal behavior.  ",15669,seems,001
1658,CARDINAL,4,"ORG:Trade, ORG:Thompson, CARDINAL:001, CARDINAL:42b9-aed6","The environment is part of the addiction, the social environment, the fact that it comes in a nice package, that it\'s sold everywhere, that it\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=79\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5573 seems more like a normal behavior.  ",15669,seems,42b9-aed6
1659,PHONE_NUMBER,4,"ORG:Trade, ORG:Thompson, CARDINAL:001, CARDINAL:42b9-aed6","The environment is part of the addiction, the social environment, the fact that it comes in a nice package, that it\'s sold everywhere, that it\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=79\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5573 seems more like a normal behavior.  ",15669,seems,358-6486
1660,PHONE_NUMBER,4,"ORG:Trade, ORG:Thompson, CARDINAL:001, CARDINAL:42b9-aed6","The environment is part of the addiction, the social environment, the fact that it comes in a nice package, that it\'s sold everywhere, that it\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=79\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5573 seems more like a normal behavior.  ",15669,seems,1480753
1661,PHONE_NUMBER,4,"ORG:Trade, ORG:Thompson, CARDINAL:001, CARDINAL:42b9-aed6","The environment is part of the addiction, the social environment, the fact that it comes in a nice package, that it\'s sold everywhere, that it\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=79\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5573 seems more like a normal behavior.  ",15669,seems,358 6486
1662,PHONE_NUMBER,4,"ORG:Trade, ORG:Thompson, CARDINAL:001, CARDINAL:42b9-aed6","The environment is part of the addiction, the social environment, the fact that it comes in a nice package, that it\'s sold everywhere, that it\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=79\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5573 seems more like a normal behavior.  ",15669,seems,1480753
1663,INTERNATIONAL_PHONE_NUMBER,4,"ORG:Trade, ORG:Thompson, CARDINAL:001, CARDINAL:42b9-aed6","The environment is part of the addiction, the social environment, the fact that it comes in a nice package, that it\'s sold everywhere, that it\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=79\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5573 seems more like a normal behavior.  ",15669,seems,001-060-358-6486
1664,PERSON,1,PERSON:It\,It\'s not like\n\nyou\'re going someplace to buy it on the street.  ,15725,like\n\nyou\'re,It\
1665,WORK_OF_ART,1,WORK_OF_ART:real\n\nproblem,That\n\ncreates a kind of a false belief that it\'s not a real\n\nproblem.  ,15739,That\n\ncreates,real\n\nproblem
1666,CARDINAL,2,"CARDINAL:560,000, DATE:year.\n\nIt\","It\'s not going to -- I think it\'s mind\n\nboggling to me that it kills 560,000 people a year.\n\nIt\'s hard to imagine.\n\nMR.",15754,think,"560,000"
1667,DATE,2,"CARDINAL:560,000, DATE:year.\n\nIt\","It\'s not going to -- I think it\'s mind\n\nboggling to me that it kills 560,000 people a year.\n\nIt\'s hard to imagine.\n\nMR.",15754,think,year.\n\nIt\
1668,GPE,1,GPE:completely\n\nresponsive,"It\'s completely\n\nresponsive, Judge.\n\nTHE COURT:  Sustained.  ",15799,COURT,completely\n\nresponsive
1669,GPE,2,"GPE:record\n\nand, GPE:it.\n\nMR","Where he said, and that creates\n\na national belief that it\'s not a real problem\n\nand referring to national beliefs and the like,\n\nthat\'s all completely stricken from the record\n\nand the jury should disregard it.\n\nMR.",15825,said,record\n\nand
1670,GPE,2,"GPE:record\n\nand, GPE:it.\n\nMR","Where he said, and that creates\n\na national belief that it\'s not a real problem\n\nand referring to national beliefs and the like,\n\nthat\'s all completely stricken from the record\n\nand the jury should disregard it.\n\nMR.",15825,said,it.\n\nMR
1671,PERSON,2,"PERSON:this.\n\nBY, PERSON:MR",Let me try this.\n\nBY MR.,15864,Let,this.\n\nBY MR
1672,PERSON,1,PERSON:SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    ,15870,SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    
1673,PERSON,1,PERSON:about?\n\nA,"You used the term ""false belief syndrome.""\n\nIs that a scientific subject matter that you have\n\nresearched, studied, and written about?\n\nA    ",15872,used,about?\n\nA    
1674,PERSON,3,"PERSON:Yes.\n\nElectronically, ORG:Trade, ORG:Thompson",Yes.\n\nElectronically signed by Trade Thompson (,15895,signed,Yes.\n\nElectronically
1675,ORG,3,"PERSON:Yes.\n\nElectronically, ORG:Trade, ORG:Thompson",Yes.\n\nElectronically signed by Trade Thompson (,15895,signed,Trade Thompson
1676,CARDINAL,3,"CARDINAL:001, CARDINAL:42b9-aed6, CARDINAL:5574",001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=80\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5574 Q    Okay.  ,15901,Okay,001
1677,CARDINAL,3,"CARDINAL:001, CARDINAL:42b9-aed6, CARDINAL:5574",001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=80\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5574 Q    Okay.  ,15901,Okay,42b9-aed6
1678,CARDINAL,3,"CARDINAL:001, CARDINAL:42b9-aed6, CARDINAL:5574",001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=80\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5574 Q    Okay.  ,15901,Okay,5574
1679,PHONE_NUMBER,3,"CARDINAL:001, CARDINAL:42b9-aed6, CARDINAL:5574",001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=80\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5574 Q    Okay.  ,15901,Okay,358-6486
1680,PHONE_NUMBER,3,"CARDINAL:001, CARDINAL:42b9-aed6, CARDINAL:5574",001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=80\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5574 Q    Okay.  ,15901,Okay,1480753
1681,PHONE_NUMBER,3,"CARDINAL:001, CARDINAL:42b9-aed6, CARDINAL:5574",001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=80\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5574 Q    Okay.  ,15901,Okay,358 6486
1682,PHONE_NUMBER,3,"CARDINAL:001, CARDINAL:42b9-aed6, CARDINAL:5574",001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=80\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5574 Q    Okay.  ,15901,Okay,1480753
1683,INTERNATIONAL_PHONE_NUMBER,3,"CARDINAL:001, CARDINAL:42b9-aed6, CARDINAL:5574",001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=80\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5574 Q    Okay.  ,15901,Okay,001-060-358-6486
1684,PERSON,4,"PERSON:environments\n\nhave, PERSON:it?\n\nA, PERSON:It\, PERSON:'s","You\'ve written about it in which\n\nbooks, which texts, and which teaching environments\n\nhave you written about it?\n\nA    It\'s in the book, the book that I wrote for smokers.  ",15919,written,environments\n\nhave
1685,PERSON,4,"PERSON:environments\n\nhave, PERSON:it?\n\nA, PERSON:It\, PERSON:'s","You\'ve written about it in which\n\nbooks, which texts, and which teaching environments\n\nhave you written about it?\n\nA    It\'s in the book, the book that I wrote for smokers.  ",15919,written,it?\n\nA
1686,PERSON,4,"PERSON:environments\n\nhave, PERSON:it?\n\nA, PERSON:It\, PERSON:'s","You\'ve written about it in which\n\nbooks, which texts, and which teaching environments\n\nhave you written about it?\n\nA    It\'s in the book, the book that I wrote for smokers.  ",15919,written,   It\'s
1687,PERSON,1,PERSON:true.\n\nQ,"It\'s aimed at smokers realizing that some of the beliefs that are out there that are ingrained, deep cultural beliefs that have turned out not to be true.\n\nQ    ",15953,It\,true.\n\nQ    
1688,ORG,1,ORG:instance?\n\nA,For instance?\n\nA    That smoking helps with stress.  ,15984,helps,instance?\n\nA
1689,ORG,1,ORG:a\n\nquestion.\n\nMR,This is exactly a\n\nquestion.\n\nMR.,16041,is,a\n\nquestion.\n\nMR
1690,NORP,1,NORP:I\'m,I\'m going to sustain it.  ,16061,I\'m,I\'m
1691,PERSON,1,PERSON:MR,BY MR.,16078,BY,MR
1692,PERSON,1,PERSON:SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    ,16081,SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    
1693,DATE,6,"DATE:earlier, DATE:years, ORG:Trade, ORG:Thompson, CARDINAL:001, PERSON:your\n\nunderstanding","In your earlier years when you were coming\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=81\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5575 up in this area, what were you taught, what was your\n\nunderstanding of the science then with regard to the\n\nbeneficent effects of cigarette smoking, please?\n\nA    ",16083,taught,earlier years
1694,ORG,6,"DATE:earlier, DATE:years, ORG:Trade, ORG:Thompson, CARDINAL:001, PERSON:your\n\nunderstanding","In your earlier years when you were coming\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=81\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5575 up in this area, what were you taught, what was your\n\nunderstanding of the science then with regard to the\n\nbeneficent effects of cigarette smoking, please?\n\nA    ",16083,taught,Trade Thompson
1695,CARDINAL,6,"DATE:earlier, DATE:years, ORG:Trade, ORG:Thompson, CARDINAL:001, PERSON:your\n\nunderstanding","In your earlier years when you were coming\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=81\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5575 up in this area, what were you taught, what was your\n\nunderstanding of the science then with regard to the\n\nbeneficent effects of cigarette smoking, please?\n\nA    ",16083,taught,001
1696,PERSON,6,"DATE:earlier, DATE:years, ORG:Trade, ORG:Thompson, CARDINAL:001, PERSON:your\n\nunderstanding","In your earlier years when you were coming\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=81\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5575 up in this area, what were you taught, what was your\n\nunderstanding of the science then with regard to the\n\nbeneficent effects of cigarette smoking, please?\n\nA    ",16083,taught,your\n\nunderstanding
1697,PHONE_NUMBER,6,"DATE:earlier, DATE:years, ORG:Trade, ORG:Thompson, CARDINAL:001, PERSON:your\n\nunderstanding","In your earlier years when you were coming\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=81\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5575 up in this area, what were you taught, what was your\n\nunderstanding of the science then with regard to the\n\nbeneficent effects of cigarette smoking, please?\n\nA    ",16083,taught,358-6486
1698,PHONE_NUMBER,6,"DATE:earlier, DATE:years, ORG:Trade, ORG:Thompson, CARDINAL:001, PERSON:your\n\nunderstanding","In your earlier years when you were coming\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=81\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5575 up in this area, what were you taught, what was your\n\nunderstanding of the science then with regard to the\n\nbeneficent effects of cigarette smoking, please?\n\nA    ",16083,taught,1480753
1699,PHONE_NUMBER,6,"DATE:earlier, DATE:years, ORG:Trade, ORG:Thompson, CARDINAL:001, PERSON:your\n\nunderstanding","In your earlier years when you were coming\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=81\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5575 up in this area, what were you taught, what was your\n\nunderstanding of the science then with regard to the\n\nbeneficent effects of cigarette smoking, please?\n\nA    ",16083,taught,358 6486
1700,PHONE_NUMBER,6,"DATE:earlier, DATE:years, ORG:Trade, ORG:Thompson, CARDINAL:001, PERSON:your\n\nunderstanding","In your earlier years when you were coming\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=81\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5575 up in this area, what were you taught, what was your\n\nunderstanding of the science then with regard to the\n\nbeneficent effects of cigarette smoking, please?\n\nA    ",16083,taught,1480753
1701,INTERNATIONAL_PHONE_NUMBER,6,"DATE:earlier, DATE:years, ORG:Trade, ORG:Thompson, CARDINAL:001, PERSON:your\n\nunderstanding","In your earlier years when you were coming\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=81\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5575 up in this area, what were you taught, what was your\n\nunderstanding of the science then with regard to the\n\nbeneficent effects of cigarette smoking, please?\n\nA    ",16083,taught,001-060-358-6486
1702,PERSON,1,PERSON:that\,"We were taught it was something called a psychological tool, that it helped you cope with stress, with depression, with anxiety, and that that\'s what people were really looking for in a cigarette.  ",16137,taught,that\
1703,PERSON,1,PERSON:BRENNER,BRENNER:  ,16211,BRENNER,BRENNER
1704,NORP,1,NORP:I\'m,I\'m going to strike\n\nthe last answer.  ,16230,I\'m,I\'m
1705,PERSON,1,PERSON:MR,BY MR.,16244,BY,MR
1706,PERSON,1,PERSON:SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    ,16247,SCHLESINGER:\n\nQ,SCHLESINGER:\n\nQ    
1707,PERSON,1,PERSON:then?\n\nA,That was the science back then?\n\nA    ,16279,was,then?\n\nA    
1708,PERSON,1,PERSON:Yes.\n\nQ,Yes.\n\nQ    ,16286,Yes.\n\nQ,Yes.\n\nQ    
1709,PERSON,5,"PERSON:understanding\n\nElectronically, ORG:Trade, ORG:Thompson, CARDINAL:001, PERSON:please?\n\nMR","Can you tell the jurors what your understanding is of the science now, what you believe in your opinion is the actual current understanding\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=82\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5576 of smoking and stress, please?\n\nMR.",16288,tell,understanding\n\nElectronically
1710,ORG,5,"PERSON:understanding\n\nElectronically, ORG:Trade, ORG:Thompson, CARDINAL:001, PERSON:please?\n\nMR","Can you tell the jurors what your understanding is of the science now, what you believe in your opinion is the actual current understanding\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=82\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5576 of smoking and stress, please?\n\nMR.",16288,tell,Trade Thompson
1711,CARDINAL,5,"PERSON:understanding\n\nElectronically, ORG:Trade, ORG:Thompson, CARDINAL:001, PERSON:please?\n\nMR","Can you tell the jurors what your understanding is of the science now, what you believe in your opinion is the actual current understanding\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=82\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5576 of smoking and stress, please?\n\nMR.",16288,tell,001
1712,PERSON,5,"PERSON:understanding\n\nElectronically, ORG:Trade, ORG:Thompson, CARDINAL:001, PERSON:please?\n\nMR","Can you tell the jurors what your understanding is of the science now, what you believe in your opinion is the actual current understanding\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=82\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5576 of smoking and stress, please?\n\nMR.",16288,tell,please?\n\nMR
1713,PHONE_NUMBER,5,"PERSON:understanding\n\nElectronically, ORG:Trade, ORG:Thompson, CARDINAL:001, PERSON:please?\n\nMR","Can you tell the jurors what your understanding is of the science now, what you believe in your opinion is the actual current understanding\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=82\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5576 of smoking and stress, please?\n\nMR.",16288,tell,358-6486
1714,PHONE_NUMBER,5,"PERSON:understanding\n\nElectronically, ORG:Trade, ORG:Thompson, CARDINAL:001, PERSON:please?\n\nMR","Can you tell the jurors what your understanding is of the science now, what you believe in your opinion is the actual current understanding\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=82\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5576 of smoking and stress, please?\n\nMR.",16288,tell,1480753
1715,PHONE_NUMBER,5,"PERSON:understanding\n\nElectronically, ORG:Trade, ORG:Thompson, CARDINAL:001, PERSON:please?\n\nMR","Can you tell the jurors what your understanding is of the science now, what you believe in your opinion is the actual current understanding\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=82\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5576 of smoking and stress, please?\n\nMR.",16288,tell,358 6486
1716,PHONE_NUMBER,5,"PERSON:understanding\n\nElectronically, ORG:Trade, ORG:Thompson, CARDINAL:001, PERSON:please?\n\nMR","Can you tell the jurors what your understanding is of the science now, what you believe in your opinion is the actual current understanding\n\nElectronically signed by Trade Thompson (001-060-358-6486)\n\n14807534-d906-42b9-aed6-73e4d8071 Odb\x0c\npgNbr=82\n1\n\n2\n\n3\n\n4\n\n5\n\n6\n\n7\n\n8\n\n9\n\n10\n\n11\n\n12\n\n13\n\n14\n\n15\n\n16\n\n17\n\n18\n\n19\n\n20\n\n21\n\n22\n\n23\n\n24\n\n25\n\nPage 5576 of smoking and stress, please?\n\nMR.",16288,tell,1480753
