,entity_type,n_possible_dependents,possible_dependents,raw_sentence,sentence_position,sentence_root,text_value
81,NORP,3,"GPE:Charleston, NORP:South, NORP:Carolina.\n\n\n\nQ","And where is that located, sir?\n\n\n\nA    Charleston, South Carolina.\n\n\n\nQ    ",328,located,South Carolina.\n\n\n\nQ
82,TIME,2,"TIME:this, TIME:morning",We're going to go through a little bit\n\n\n\nof your experience and background this morning before we\n\n\n\nstart,344,going,this morning
83,ORDINAL,5,"ORDINAL:first, LANGUAGE:your\n\n\n\neducation, ORG:attended\n\n\n\ncollege, PRODUCT:thing.\n\n\n\nA, PRODUCT:Sure","but\n\n\n\nwhat I would like to do first is start with your\n\n\n\neducation, where you went to; where you attended\n\n\n\ncollege, where you did your postgraduate studies, what\n\n\n\nit was in, and that type thing.\n\n\n\nA    Sure.  ",370,start,first
84,LANGUAGE,5,"ORDINAL:first, LANGUAGE:your\n\n\n\neducation, ORG:attended\n\n\n\ncollege, PRODUCT:thing.\n\n\n\nA, PRODUCT:Sure","but\n\n\n\nwhat I would like to do first is start with your\n\n\n\neducation, where you went to; where you attended\n\n\n\ncollege, where you did your postgraduate studies, what\n\n\n\nit was in, and that type thing.\n\n\n\nA    Sure.  ",370,start,your\n\n\n\neducation
85,ORG,5,"ORDINAL:first, LANGUAGE:your\n\n\n\neducation, ORG:attended\n\n\n\ncollege, PRODUCT:thing.\n\n\n\nA, PRODUCT:Sure","but\n\n\n\nwhat I would like to do first is start with your\n\n\n\neducation, where you went to; where you attended\n\n\n\ncollege, where you did your postgraduate studies, what\n\n\n\nit was in, and that type thing.\n\n\n\nA    Sure.  ",370,start,attended\n\n\n\ncollege
86,PRODUCT,5,"ORDINAL:first, LANGUAGE:your\n\n\n\neducation, ORG:attended\n\n\n\ncollege, PRODUCT:thing.\n\n\n\nA, PRODUCT:Sure","but\n\n\n\nwhat I would like to do first is start with your\n\n\n\neducation, where you went to; where you attended\n\n\n\ncollege, where you did your postgraduate studies, what\n\n\n\nit was in, and that type thing.\n\n\n\nA    Sure.  ",370,start,thing.\n\n\n\nA    Sure
87,ORG,1,ORG:at\n\n\n\nFlorida,"Well, I started out actually at\n\n\n\nFlorida",413,started,at\n\n\n\nFlorida
88,LOC,4,"LOC:Southern, LOC:College, ORG:Miami, ORG:University","Southern College here for a semester, and then I\n\n\n\ntransferred to Miami University.  ",420,College,Southern College
89,ORG,4,"LOC:Southern, LOC:College, ORG:Miami, ORG:University","Southern College here for a semester, and then I\n\n\n\ntransferred to Miami University.  ",420,College,Miami University
90,GPE,4,"GPE:Miami, GPE:Ohio, GPE:Oxford, GPE:Ohio","Miami, Ohio, the one\n\n\n\nup in Oxford, Ohio, not down here, and I did my degree\n\n\n\nin physical education and health education.  ",435,Miami,Miami
91,GPE,4,"GPE:Miami, GPE:Ohio, GPE:Oxford, GPE:Ohio","Miami, Ohio, the one\n\n\n\nup in Oxford, Ohio, not down here, and I did my degree\n\n\n\nin physical education and health education.  ",435,Miami,Ohio
92,GPE,4,"GPE:Miami, GPE:Ohio, GPE:Oxford, GPE:Ohio","Miami, Ohio, the one\n\n\n\nup in Oxford, Ohio, not down here, and I did my degree\n\n\n\nin physical education and health education.  ",435,Miami,Oxford
93,GPE,4,"GPE:Miami, GPE:Ohio, GPE:Oxford, GPE:Ohio","Miami, Ohio, the one\n\n\n\nup in Oxford, Ohio, not down here, and I did my degree\n\n\n\nin physical education and health education.  ",435,Miami,Ohio
94,ORG,6,"ORG:the, ORG:University, ORG:of, ORG:Michigan, WORK_OF_ART:Ph.D., GPE:Michigan","After that\n\n\n\nI went to the University of Michigan where I did a\n\n\n\nmaster's of public health and health behavior and health\n\n\n\neducation, and then I continued to do my Ph.D. at the\n\n\n\nUniversity of Michigan in the same area, public health\n\n\n\neducation, health behavior.\n\n\n\nSo",462,went,the University of Michigan
95,WORK_OF_ART,6,"ORG:the, ORG:University, ORG:of, ORG:Michigan, WORK_OF_ART:Ph.D., GPE:Michigan","After that\n\n\n\nI went to the University of Michigan where I did a\n\n\n\nmaster's of public health and health behavior and health\n\n\n\neducation, and then I continued to do my Ph.D. at the\n\n\n\nUniversity of Michigan in the same area, public health\n\n\n\neducation, health behavior.\n\n\n\nSo",462,went,Ph.D.
96,GPE,6,"ORG:the, ORG:University, ORG:of, ORG:Michigan, WORK_OF_ART:Ph.D., GPE:Michigan","After that\n\n\n\nI went to the University of Michigan where I did a\n\n\n\nmaster's of public health and health behavior and health\n\n\n\neducation, and then I continued to do my Ph.D. at the\n\n\n\nUniversity of Michigan in the same area, public health\n\n\n\neducation, health behavior.\n\n\n\nSo",462,went,Michigan
97,PERSON,1,PERSON:had.\n\n\n\nQ,that's the education that I've had.\n\n\n\nQ    ,506,'s,had.\n\n\n\nQ
98,GPE,4,"GPE:the\n\n\n\nUniversity, GPE:of, GPE:Michigan, FAC:work?\n\n\n\nA",After you received your doctorate at the\n\n\n\nUniversity of Michigan where did you go to work?\n\n\n\nA    ,518,go,the\n\n\n\nUniversity of Michigan
99,FAC,4,"GPE:the\n\n\n\nUniversity, GPE:of, GPE:Michigan, FAC:work?\n\n\n\nA",After you received your doctorate at the\n\n\n\nUniversity of Michigan where did you go to work?\n\n\n\nA    ,518,go,work?\n\n\n\nA    
100,PERSON,2,"PERSON:was\n\n\n\nfinishing, WORK_OF_ART:Ph.D.","Well, I started out actually as I was\n\n\n\nfinishing up my Ph.D.",534,started,was\n\n\n\nfinishing
101,WORK_OF_ART,2,"PERSON:was\n\n\n\nfinishing, WORK_OF_ART:Ph.D.","Well, I started out actually as I was\n\n\n\nfinishing up my Ph.D.",534,started,Ph.D.
102,PERSON,15,"PERSON:Wayne, PERSON:State\n\n\n\nUniversity, CARDINAL:medicine\n\n\n\nthere, ORG:Roswell, ORG:Park\n\n\n\nCancer, ORG:Institute, GPE:Buffalo, GPE:New, GPE:York, CARDINAL:to\n\n\n\nBuffalo, DATE:the, DATE:early, DATE:80, DATE:'s, DATE:81","I was working at Wayne State\n\n\n\nUniversity in the department of community medicine\n\n\n\nthere, and then I was offered a job at Roswell Park\n\n\n\nCancer Institute in Buffalo, New York, and I move to\n\n\n\nBuffalo in the early 80's, early part of '81, and I\n\n\n\nstayed there until 2011.\n\n\n\nSo",546,working,Wayne State\n\n\n\nUniversity
103,CARDINAL,15,"PERSON:Wayne, PERSON:State\n\n\n\nUniversity, CARDINAL:medicine\n\n\n\nthere, ORG:Roswell, ORG:Park\n\n\n\nCancer, ORG:Institute, GPE:Buffalo, GPE:New, GPE:York, CARDINAL:to\n\n\n\nBuffalo, DATE:the, DATE:early, DATE:80, DATE:'s, DATE:81","I was working at Wayne State\n\n\n\nUniversity in the department of community medicine\n\n\n\nthere, and then I was offered a job at Roswell Park\n\n\n\nCancer Institute in Buffalo, New York, and I move to\n\n\n\nBuffalo in the early 80's, early part of '81, and I\n\n\n\nstayed there until 2011.\n\n\n\nSo",546,working,medicine\n\n\n\nthere
104,ORG,15,"PERSON:Wayne, PERSON:State\n\n\n\nUniversity, CARDINAL:medicine\n\n\n\nthere, ORG:Roswell, ORG:Park\n\n\n\nCancer, ORG:Institute, GPE:Buffalo, GPE:New, GPE:York, CARDINAL:to\n\n\n\nBuffalo, DATE:the, DATE:early, DATE:80, DATE:'s, DATE:81","I was working at Wayne State\n\n\n\nUniversity in the department of community medicine\n\n\n\nthere, and then I was offered a job at Roswell Park\n\n\n\nCancer Institute in Buffalo, New York, and I move to\n\n\n\nBuffalo in the early 80's, early part of '81, and I\n\n\n\nstayed there until 2011.\n\n\n\nSo",546,working,Roswell Park\n\n\n\nCancer Institute
105,GPE,15,"PERSON:Wayne, PERSON:State\n\n\n\nUniversity, CARDINAL:medicine\n\n\n\nthere, ORG:Roswell, ORG:Park\n\n\n\nCancer, ORG:Institute, GPE:Buffalo, GPE:New, GPE:York, CARDINAL:to\n\n\n\nBuffalo, DATE:the, DATE:early, DATE:80, DATE:'s, DATE:81","I was working at Wayne State\n\n\n\nUniversity in the department of community medicine\n\n\n\nthere, and then I was offered a job at Roswell Park\n\n\n\nCancer Institute in Buffalo, New York, and I move to\n\n\n\nBuffalo in the early 80's, early part of '81, and I\n\n\n\nstayed there until 2011.\n\n\n\nSo",546,working,Buffalo
106,GPE,15,"PERSON:Wayne, PERSON:State\n\n\n\nUniversity, CARDINAL:medicine\n\n\n\nthere, ORG:Roswell, ORG:Park\n\n\n\nCancer, ORG:Institute, GPE:Buffalo, GPE:New, GPE:York, CARDINAL:to\n\n\n\nBuffalo, DATE:the, DATE:early, DATE:80, DATE:'s, DATE:81","I was working at Wayne State\n\n\n\nUniversity in the department of community medicine\n\n\n\nthere, and then I was offered a job at Roswell Park\n\n\n\nCancer Institute in Buffalo, New York, and I move to\n\n\n\nBuffalo in the early 80's, early part of '81, and I\n\n\n\nstayed there until 2011.\n\n\n\nSo",546,working,New York
107,CARDINAL,15,"PERSON:Wayne, PERSON:State\n\n\n\nUniversity, CARDINAL:medicine\n\n\n\nthere, ORG:Roswell, ORG:Park\n\n\n\nCancer, ORG:Institute, GPE:Buffalo, GPE:New, GPE:York, CARDINAL:to\n\n\n\nBuffalo, DATE:the, DATE:early, DATE:80, DATE:'s, DATE:81","I was working at Wayne State\n\n\n\nUniversity in the department of community medicine\n\n\n\nthere, and then I was offered a job at Roswell Park\n\n\n\nCancer Institute in Buffalo, New York, and I move to\n\n\n\nBuffalo in the early 80's, early part of '81, and I\n\n\n\nstayed there until 2011.\n\n\n\nSo",546,working,to\n\n\n\nBuffalo
108,DATE,15,"PERSON:Wayne, PERSON:State\n\n\n\nUniversity, CARDINAL:medicine\n\n\n\nthere, ORG:Roswell, ORG:Park\n\n\n\nCancer, ORG:Institute, GPE:Buffalo, GPE:New, GPE:York, CARDINAL:to\n\n\n\nBuffalo, DATE:the, DATE:early, DATE:80, DATE:'s, DATE:81","I was working at Wayne State\n\n\n\nUniversity in the department of community medicine\n\n\n\nthere, and then I was offered a job at Roswell Park\n\n\n\nCancer Institute in Buffalo, New York, and I move to\n\n\n\nBuffalo in the early 80's, early part of '81, and I\n\n\n\nstayed there until 2011.\n\n\n\nSo",546,working,the early 80's
109,DATE,15,"PERSON:Wayne, PERSON:State\n\n\n\nUniversity, CARDINAL:medicine\n\n\n\nthere, ORG:Roswell, ORG:Park\n\n\n\nCancer, ORG:Institute, GPE:Buffalo, GPE:New, GPE:York, CARDINAL:to\n\n\n\nBuffalo, DATE:the, DATE:early, DATE:80, DATE:'s, DATE:81","I was working at Wayne State\n\n\n\nUniversity in the department of community medicine\n\n\n\nthere, and then I was offered a job at Roswell Park\n\n\n\nCancer Institute in Buffalo, New York, and I move to\n\n\n\nBuffalo in the early 80's, early part of '81, and I\n\n\n\nstayed there until 2011.\n\n\n\nSo",546,working,81
110,LOC,1,LOC:junior\n\n\n\nscientist,I sort of rose up the ranks from a junior\n\n\n\nscientist to a senior research scientist there where I\n\n\n\ndirected their cancer prevention program.\n\n\n\nQ    ,597,rose,junior\n\n\n\nscientist
111,ORG,1,ORG:researcher\n\nA,Could you share with us your salary you were making as a senior researcher\n\nA    ,620,share,researcher\n\nA
112,MONEY,1,"MONEY:160,000\n\nQ","When I quit I was making $160,000\n\nQ    ",635,making,"160,000\n\nQ"
113,ORG,4,"ORG:Roswell, ORG:Park, ORG:Cancer, ORG:Center",You said Roswell Park Cancer Center.  ,644,said,Roswell Park Cancer Center
114,ORG,2,"ORG:those\n\n\n\nwho, PERSON:Roswell","For those\n\n\n\nwho may not be familiar with it from this part of the\n\n\n\ncountry, can you please tell us what the Roswell Park\n\n\n\nCancer",652,tell,those\n\n\n\nwho
115,PERSON,2,"ORG:those\n\n\n\nwho, PERSON:Roswell","For those\n\n\n\nwho may not be familiar with it from this part of the\n\n\n\ncountry, can you please tell us what the Roswell Park\n\n\n\nCancer",652,tell,Roswell
116,ORG,4,"ORG:National, ORG:Cancer\n\n\n\nInstitute, CARDINAL:about, CARDINAL:40",That's a designated the National Cancer\n\n\n\nInstitute designates comprehensive cancer centers.\n\n\n\nThere's about 40 of them around the country.  ,678,'s,National Cancer\n\n\n\nInstitute
117,CARDINAL,4,"ORG:National, ORG:Cancer\n\n\n\nInstitute, CARDINAL:about, CARDINAL:40",That's a designated the National Cancer\n\n\n\nInstitute designates comprehensive cancer centers.\n\n\n\nThere's about 40 of them around the country.  ,678,'s,about 40
118,CARDINAL,4,"CARDINAL:one, ORDINAL:first, DATE:1971, LOC:for\n\n\n\ncancer","Roswell\n\n\n\nPark was one of the first designated cancer centers back\n\n\n\nin 1971, and it basically that designation requires\n\n\n\nyou to have excellence in research and treatment for\n\n\n\ncancer.  ",699,was,one
119,ORDINAL,4,"CARDINAL:one, ORDINAL:first, DATE:1971, LOC:for\n\n\n\ncancer","Roswell\n\n\n\nPark was one of the first designated cancer centers back\n\n\n\nin 1971, and it basically that designation requires\n\n\n\nyou to have excellence in research and treatment for\n\n\n\ncancer.  ",699,was,first
120,DATE,4,"CARDINAL:one, ORDINAL:first, DATE:1971, LOC:for\n\n\n\ncancer","Roswell\n\n\n\nPark was one of the first designated cancer centers back\n\n\n\nin 1971, and it basically that designation requires\n\n\n\nyou to have excellence in research and treatment for\n\n\n\ncancer.  ",699,was,1971
121,LOC,4,"CARDINAL:one, ORDINAL:first, DATE:1971, LOC:for\n\n\n\ncancer","Roswell\n\n\n\nPark was one of the first designated cancer centers back\n\n\n\nin 1971, and it basically that designation requires\n\n\n\nyou to have excellence in research and treatment for\n\n\n\ncancer.  ",699,was,for\n\n\n\ncancer
122,PERSON,1,PERSON:cancer.\n\n\n\nQ,"So it's focussed on, you know, early detection,\n\n\n\nprevention of cancer, as well as developing treatments\n\n\n\nfor cancer.\n\n\n\nQ    ",727,focussed,cancer.\n\n\n\nQ    
123,DATE,2,"DATE:1982, DATE:2011",From 1982 to 2011 what was your position at the\n\n\n\nRoswell,748,was,1982
124,DATE,2,"DATE:1982, DATE:2011",From 1982 to 2011 what was your position at the\n\n\n\nRoswell,748,was,2011
125,PERSON,2,"PERSON:Roswell, PERSON:Park.\n\n\n\nI","Well, I started out as a junior scientist in\n\n\n\nthe department of cancer prevention, and my area of\n\n\n\nspecialty was in health behavior, and I got involved in\n\n\n\ndoing smoking cessation programs, and set up the clinics\n\n\n\nthat operated at Roswell Park.\n\n\n\nI continued to do that.  ",762,started,Roswell Park.\n\n\n\nI
126,FAC,2,"FAC:people\n\n\n\nsmoke, PERSON:quit.\n\n\n\nI","Of course it's a\n\n\n\nresearch institution, so I was there to do research as\n\n\n\nwell, so a lot of my research focused on why people\n\n\n\nsmoke, why they have difficulties quitting, methods for\n\n\n\nhelping people quit.\n\n\n\nI was pretty successful at getting grants.  ",810,was,people\n\n\n\nsmoke
127,PERSON,2,"FAC:people\n\n\n\nsmoke, PERSON:quit.\n\n\n\nI","Of course it's a\n\n\n\nresearch institution, so I was there to do research as\n\n\n\nwell, so a lot of my research focused on why people\n\n\n\nsmoke, why they have difficulties quitting, methods for\n\n\n\nhelping people quit.\n\n\n\nI was pretty successful at getting grants.  ",810,was,quit.\n\n\n\nI
128,CARDINAL,1,CARDINAL:90,"I\n\n\n\nrows up the ranks, and, you know, in the latter part of\n\n\n\nthe 90",855,of\n\n\n\nthe,90
129,ORG,7,"ORG:the\n\n\n\nDepartment, ORG:of, ORG:Health, ORG:Behavior, PERSON:their\n\n\n\ncancer, CARDINAL:about, CARDINAL:200","I was basically appointed as chair of the\n\n\n\nDepartment of Health Behavior there, head of their\n\n\n\ncancer prevention program, had about 200 people",872,appointed,the\n\n\n\nDepartment of Health Behavior
130,PERSON,7,"ORG:the\n\n\n\nDepartment, ORG:of, ORG:Health, ORG:Behavior, PERSON:their\n\n\n\ncancer, CARDINAL:about, CARDINAL:200","I was basically appointed as chair of the\n\n\n\nDepartment of Health Behavior there, head of their\n\n\n\ncancer prevention program, had about 200 people",872,appointed,their\n\n\n\ncancer
131,CARDINAL,7,"ORG:the\n\n\n\nDepartment, ORG:of, ORG:Health, ORG:Behavior, PERSON:their\n\n\n\ncancer, CARDINAL:about, CARDINAL:200","I was basically appointed as chair of the\n\n\n\nDepartment of Health Behavior there, head of their\n\n\n\ncancer prevention program, had about 200 people",872,appointed,about 200
132,NORP,1,NORP:working\n\n\n\nunder,working\n\n\n\nunder,895,working\n\n\n\nunder,working\n\n\n\nunder
133,GPE,2,"GPE:M.D., WORK_OF_ART:Ph.D.","me, M.D.'s, Ph.D.'s, master's.  ",896,me,M.D.
134,WORK_OF_ART,2,"GPE:M.D., WORK_OF_ART:Ph.D.","me, M.D.'s, Ph.D.'s, master's.  ",896,me,Ph.D.
135,PERSON,4,"PERSON:Quit, PERSON:Line, ORG:which\n\n\n\nprovided, GPE:call\n\n\n\nto","We ran I\n\n\n\ncreated the New York State Smokers Quit Line, which\n\n\n\nprovided a toll free hotline for smokers to call\n\n\n\nto get help.  ",908,ran,Quit Line
136,ORG,4,"PERSON:Quit, PERSON:Line, ORG:which\n\n\n\nprovided, GPE:call\n\n\n\nto","We ran I\n\n\n\ncreated the New York State Smokers Quit Line, which\n\n\n\nprovided a toll free hotline for smokers to call\n\n\n\nto get help.  ",908,ran,which\n\n\n\nprovided
137,GPE,4,"PERSON:Quit, PERSON:Line, ORG:which\n\n\n\nprovided, GPE:call\n\n\n\nto","We ran I\n\n\n\ncreated the New York State Smokers Quit Line, which\n\n\n\nprovided a toll free hotline for smokers to call\n\n\n\nto get help.  ",908,ran,call\n\n\n\nto
138,DATE,5,"DATE:the, DATE:late, DATE:90, DATE:'s, ORG:survey\n\n\n\nresearch","I set that up in the late 90's, and survey\n\n\n\nresearch center, tobacco testing lab.  ",932,set,the late 90's
139,ORG,5,"DATE:the, DATE:late, DATE:90, DATE:'s, ORG:survey\n\n\n\nresearch","I set that up in the late 90's, and survey\n\n\n\nresearch center, tobacco testing lab.  ",932,set,survey\n\n\n\nresearch
140,DATE,1,DATE:2011,"So, you know, it\n\n\n\nsort of follows along.\n\n\n\nThen when I left in 2011.",951,follows,2011
141,GPE,1,GPE:Charleston,"My family had all\n\n\n\nmoved, my kids had settled in Charleston.  ",966,settled,Charleston
142,PERSON,7,"PERSON:Medical\n\n\n\nUniversity, GPE:Charleston, ORG:been\n\n\n\nthere, DATE:five, DATE:years, ORG:activities.\n\n\n\nI, ORG:cessation\n\n\n\nservice","The Medical\n\n\n\nUniversity offered me a job, so I left the cold and went\n\n\n\nto see the grandkids down in Charleston, and I've been\n\n\n\nthere for five years, where I've essentially tried to\n\n\n\nreplicate the same kinds of activities.\n\n\n\nI have set up a hospital-based cessation\n\n\n\nservice for our patients.  ",979,left,Medical\n\n\n\nUniversity
143,GPE,7,"PERSON:Medical\n\n\n\nUniversity, GPE:Charleston, ORG:been\n\n\n\nthere, DATE:five, DATE:years, ORG:activities.\n\n\n\nI, ORG:cessation\n\n\n\nservice","The Medical\n\n\n\nUniversity offered me a job, so I left the cold and went\n\n\n\nto see the grandkids down in Charleston, and I've been\n\n\n\nthere for five years, where I've essentially tried to\n\n\n\nreplicate the same kinds of activities.\n\n\n\nI have set up a hospital-based cessation\n\n\n\nservice for our patients.  ",979,left,Charleston
144,ORG,7,"PERSON:Medical\n\n\n\nUniversity, GPE:Charleston, ORG:been\n\n\n\nthere, DATE:five, DATE:years, ORG:activities.\n\n\n\nI, ORG:cessation\n\n\n\nservice","The Medical\n\n\n\nUniversity offered me a job, so I left the cold and went\n\n\n\nto see the grandkids down in Charleston, and I've been\n\n\n\nthere for five years, where I've essentially tried to\n\n\n\nreplicate the same kinds of activities.\n\n\n\nI have set up a hospital-based cessation\n\n\n\nservice for our patients.  ",979,left,been\n\n\n\nthere
145,DATE,7,"PERSON:Medical\n\n\n\nUniversity, GPE:Charleston, ORG:been\n\n\n\nthere, DATE:five, DATE:years, ORG:activities.\n\n\n\nI, ORG:cessation\n\n\n\nservice","The Medical\n\n\n\nUniversity offered me a job, so I left the cold and went\n\n\n\nto see the grandkids down in Charleston, and I've been\n\n\n\nthere for five years, where I've essentially tried to\n\n\n\nreplicate the same kinds of activities.\n\n\n\nI have set up a hospital-based cessation\n\n\n\nservice for our patients.  ",979,left,five years
146,ORG,7,"PERSON:Medical\n\n\n\nUniversity, GPE:Charleston, ORG:been\n\n\n\nthere, DATE:five, DATE:years, ORG:activities.\n\n\n\nI, ORG:cessation\n\n\n\nservice","The Medical\n\n\n\nUniversity offered me a job, so I left the cold and went\n\n\n\nto see the grandkids down in Charleston, and I've been\n\n\n\nthere for five years, where I've essentially tried to\n\n\n\nreplicate the same kinds of activities.\n\n\n\nI have set up a hospital-based cessation\n\n\n\nservice for our patients.  ",979,left,activities.\n\n\n\nI
147,ORG,7,"PERSON:Medical\n\n\n\nUniversity, GPE:Charleston, ORG:been\n\n\n\nthere, DATE:five, DATE:years, ORG:activities.\n\n\n\nI, ORG:cessation\n\n\n\nservice","The Medical\n\n\n\nUniversity offered me a job, so I left the cold and went\n\n\n\nto see the grandkids down in Charleston, and I've been\n\n\n\nthere for five years, where I've essentially tried to\n\n\n\nreplicate the same kinds of activities.\n\n\n\nI have set up a hospital-based cessation\n\n\n\nservice for our patients.  ",979,left,cessation\n\n\n\nservice
148,ORG,1,ORG:offered\n\n\n\ntreatment,Every patient that comes in\n\n\n\nthe hospital or emergency room is automatically offered\n\n\n\ntreatment services for smoking.  ,1032,is,offered\n\n\n\ntreatment
149,PRODUCT,3,"PRODUCT:after\n\n\n\ndischarge, FAC:medications\n\n\n\nand, ORG:ways.\n\n\n\nQ",We follow them after\n\n\n\ndischarge and offer them basically access to medications\n\n\n\nand follow-up support in a variety of ways.\n\n\n\nQ    ,1049,follow,after\n\n\n\ndischarge
150,FAC,3,"PRODUCT:after\n\n\n\ndischarge, FAC:medications\n\n\n\nand, ORG:ways.\n\n\n\nQ",We follow them after\n\n\n\ndischarge and offer them basically access to medications\n\n\n\nand follow-up support in a variety of ways.\n\n\n\nQ    ,1049,follow,medications\n\n\n\nand
151,ORG,3,"PRODUCT:after\n\n\n\ndischarge, FAC:medications\n\n\n\nand, ORG:ways.\n\n\n\nQ",We follow them after\n\n\n\ndischarge and offer them basically access to medications\n\n\n\nand follow-up support in a variety of ways.\n\n\n\nQ    ,1049,follow,ways.\n\n\n\nQ
152,ORG,1,ORG:number?\n\nA,What is your social security number?\n\nA    ,1070,is,number?\n\nA
153,CARDINAL,1,CARDINAL:859,859-34-1544\n\nQ    ,1077,1544\n\nQ,859
154,SOCIAL_SECURITY_NUMBER,1,CARDINAL:859,859-34-1544\n\nQ    ,1077,1544\n\nQ,859-34-1544
155,FAC,4,"FAC:Roswell, FAC:Park, PERSON:completely\n\n\n\nbecome, PRODUCT:center?\n\n\n\nA",And while at Roswell Park did you completely\n\n\n\nbecome the director of the tobacco cessation center?\n\n\n\nA    ,1083,completely\n\n\n\nbecome,Roswell Park
156,PERSON,4,"FAC:Roswell, FAC:Park, PERSON:completely\n\n\n\nbecome, PRODUCT:center?\n\n\n\nA",And while at Roswell Park did you completely\n\n\n\nbecome the director of the tobacco cessation center?\n\n\n\nA    ,1083,completely\n\n\n\nbecome,completely\n\n\n\nbecome
157,PRODUCT,4,"FAC:Roswell, FAC:Park, PERSON:completely\n\n\n\nbecome, PRODUCT:center?\n\n\n\nA",And while at Roswell Park did you completely\n\n\n\nbecome the director of the tobacco cessation center?\n\n\n\nA    ,1083,completely\n\n\n\nbecome,center?\n\n\n\nA
158,DATE,10,"DATE:Seven, DATE:-, DATE:day, GPE:Adventist, GPE:Roswell, ORDINAL:first, CARDINAL:30, CARDINAL:of\n\n\n\nabout, CARDINAL:10,000, GPE:Roswell","They used to have\n\n\n\nthe Seven-day Adventist program come in once a year to\n\n\n\nrun clinics at Roswell when I first arrived there, and\n\n\n\nso I established stop smoking clinics for patients and\n\n\n\noperated those personally for 30 years.\n\n\n\nSo I probably have personally taken care of\n\n\n\nabout 10,000 or more smokers, running the clinics when I\n\n\n\nwas at Roswell, and then we set up the quit line to\n\n\n\nbasically make it easier.  ",1109,established,Seven-day
159,GPE,10,"DATE:Seven, DATE:-, DATE:day, GPE:Adventist, GPE:Roswell, ORDINAL:first, CARDINAL:30, CARDINAL:of\n\n\n\nabout, CARDINAL:10,000, GPE:Roswell","They used to have\n\n\n\nthe Seven-day Adventist program come in once a year to\n\n\n\nrun clinics at Roswell when I first arrived there, and\n\n\n\nso I established stop smoking clinics for patients and\n\n\n\noperated those personally for 30 years.\n\n\n\nSo I probably have personally taken care of\n\n\n\nabout 10,000 or more smokers, running the clinics when I\n\n\n\nwas at Roswell, and then we set up the quit line to\n\n\n\nbasically make it easier.  ",1109,established,Adventist
160,GPE,10,"DATE:Seven, DATE:-, DATE:day, GPE:Adventist, GPE:Roswell, ORDINAL:first, CARDINAL:30, CARDINAL:of\n\n\n\nabout, CARDINAL:10,000, GPE:Roswell","They used to have\n\n\n\nthe Seven-day Adventist program come in once a year to\n\n\n\nrun clinics at Roswell when I first arrived there, and\n\n\n\nso I established stop smoking clinics for patients and\n\n\n\noperated those personally for 30 years.\n\n\n\nSo I probably have personally taken care of\n\n\n\nabout 10,000 or more smokers, running the clinics when I\n\n\n\nwas at Roswell, and then we set up the quit line to\n\n\n\nbasically make it easier.  ",1109,established,Roswell
161,ORDINAL,10,"DATE:Seven, DATE:-, DATE:day, GPE:Adventist, GPE:Roswell, ORDINAL:first, CARDINAL:30, CARDINAL:of\n\n\n\nabout, CARDINAL:10,000, GPE:Roswell","They used to have\n\n\n\nthe Seven-day Adventist program come in once a year to\n\n\n\nrun clinics at Roswell when I first arrived there, and\n\n\n\nso I established stop smoking clinics for patients and\n\n\n\noperated those personally for 30 years.\n\n\n\nSo I probably have personally taken care of\n\n\n\nabout 10,000 or more smokers, running the clinics when I\n\n\n\nwas at Roswell, and then we set up the quit line to\n\n\n\nbasically make it easier.  ",1109,established,first
162,CARDINAL,10,"DATE:Seven, DATE:-, DATE:day, GPE:Adventist, GPE:Roswell, ORDINAL:first, CARDINAL:30, CARDINAL:of\n\n\n\nabout, CARDINAL:10,000, GPE:Roswell","They used to have\n\n\n\nthe Seven-day Adventist program come in once a year to\n\n\n\nrun clinics at Roswell when I first arrived there, and\n\n\n\nso I established stop smoking clinics for patients and\n\n\n\noperated those personally for 30 years.\n\n\n\nSo I probably have personally taken care of\n\n\n\nabout 10,000 or more smokers, running the clinics when I\n\n\n\nwas at Roswell, and then we set up the quit line to\n\n\n\nbasically make it easier.  ",1109,established,30
163,CARDINAL,10,"DATE:Seven, DATE:-, DATE:day, GPE:Adventist, GPE:Roswell, ORDINAL:first, CARDINAL:30, CARDINAL:of\n\n\n\nabout, CARDINAL:10,000, GPE:Roswell","They used to have\n\n\n\nthe Seven-day Adventist program come in once a year to\n\n\n\nrun clinics at Roswell when I first arrived there, and\n\n\n\nso I established stop smoking clinics for patients and\n\n\n\noperated those personally for 30 years.\n\n\n\nSo I probably have personally taken care of\n\n\n\nabout 10,000 or more smokers, running the clinics when I\n\n\n\nwas at Roswell, and then we set up the quit line to\n\n\n\nbasically make it easier.  ",1109,established,"of\n\n\n\nabout 10,000"
164,GPE,10,"DATE:Seven, DATE:-, DATE:day, GPE:Adventist, GPE:Roswell, ORDINAL:first, CARDINAL:30, CARDINAL:of\n\n\n\nabout, CARDINAL:10,000, GPE:Roswell","They used to have\n\n\n\nthe Seven-day Adventist program come in once a year to\n\n\n\nrun clinics at Roswell when I first arrived there, and\n\n\n\nso I established stop smoking clinics for patients and\n\n\n\noperated those personally for 30 years.\n\n\n\nSo I probably have personally taken care of\n\n\n\nabout 10,000 or more smokers, running the clinics when I\n\n\n\nwas at Roswell, and then we set up the quit line to\n\n\n\nbasically make it easier.  ",1109,established,Roswell
